#  Hindmarsh-Philipsen equation of state C
#   rho=g*(pi^2/30)*T^4    s=gS*(2*pi^2/45)*T^3    p=gP*(pi^2/90)*T^4
#   T[GeV]         heff           geff    
 8.4139500e-02  1.6181649e+01  1.6486451e+01
 7.9432820e-02  1.5954944e+01  1.6253868e+01
 7.4989420e-02  1.5742416e+01  1.6038539e+01
 7.0794580e-02  1.5537868e+01  1.5833959e+01
 6.6834400e-02  1.5337374e+01  1.5634926e+01
 6.3095730e-02  1.5137692e+01  1.5437568e+01
 5.9566210e-02  1.4936817e+01  1.5238991e+01
 5.6234130e-02  1.4733085e+01  1.5037150e+01
 5.3088450e-02  1.4525633e+01  1.4830670e+01
 5.0118730e-02  1.4313861e+01  1.4618565e+01
 4.7315120e-02  1.4097951e+01  1.4400622e+01
 4.4668360e-02  1.3878373e+01  1.4177145e+01
 4.2169650e-02  1.3655981e+01  1.3948768e+01
 3.9810720e-02  1.3431961e+01  1.3716604e+01
 3.5481330e-02  1.2985310e+01  1.3247245e+01
 3.1622770e-02  1.2552621e+01  1.2784250e+01
 2.8183830e-02  1.2149471e+01  1.2345299e+01
 2.5118860e-02  1.1790224e+01  1.1947681e+01
 2.2387210e-02  1.1485851e+01  1.1605612e+01
 1.9952620e-02  1.1242151e+01  1.1327775e+01
 1.7782790e-02  1.1058913e+01  1.1116093e+01
 1.5848930e-02  1.0930423e+01  1.0965852e+01
 1.4125380e-02  1.0847058e+01  1.0867256e+01
 1.2589250e-02  1.0797419e+01  1.0807965e+01
 1.1220180e-02  1.0770554e+01  1.0775626e+01
 1.0000000e-02  1.0757447e+01  1.0759749e+01
 8.9125100e-03  1.0751654e+01  1.0752785e+01
 7.9432840e-03  1.0749289e+01  1.0750025e+01
 7.0794560e-03  1.0748220e+01  1.0748944e+01
 6.3095730e-03  1.0747540e+01  1.0748372e+01
 5.6234130e-03  1.0746868e+01  1.0747906e+01
 5.0118730e-03  1.0746052e+01  1.0747354e+01
 4.4668370e-03  1.0745029e+01  1.0746664e+01
 3.9810710e-03  1.0743744e+01  1.0745796e+01
 3.5481330e-03  1.0742126e+01  1.0744702e+01
 3.1622780e-03  1.0738933e+01  1.0741776e+01
 2.8183830e-03  1.0734744e+01  1.0737858e+01
 2.5118870e-03  1.0729474e+01  1.0732923e+01
 2.2387210e-03  1.0722848e+01  1.0726705e+01
 1.9952620e-03  1.0714485e+01  1.0718841e+01
 1.7782790e-03  1.0701986e+01  1.0706260e+01
 1.5848930e-03  1.0686338e+01  1.0690456e+01
 1.4125380e-03  1.0666670e+01  1.0670552e+01
 1.2589250e-03  1.0642021e+01  1.0645528e+01
 1.1220180e-03  1.0611168e+01  1.0614120e+01
 1.0000000e-03  1.0572654e+01  1.0574711e+01
 8.9125100e-04  1.0524560e+01  1.0525297e+01
 7.9432840e-04  1.0462275e+01  1.0461941e+01
 7.0794560e-04  1.0390400e+01  1.0386387e+01
 6.3095720e-04  1.0298563e+01  1.0290496e+01
 5.6234130e-04  1.0185448e+01  1.0171690e+01
 5.0118730e-04  1.0046958e+01  1.0025323e+01
 4.4668370e-04  9.8785019e+00  9.8461684e+00
 3.9810710e-04  9.6753025e+00  9.6287135e+00
 3.5481340e-04  9.4327379e+00  9.3675677e+00
 3.1622780e-04  9.1465990e+00  9.0578678e+00
 2.8183830e-04  8.8140501e+00  8.6962738e+00
 2.5118870e-04  8.4343154e+00  8.2818795e+00
 2.2387210e-04  8.0096340e+00  7.8173178e+00
 1.9952620e-04  7.5461607e+00  7.3097813e+00
 1.7782790e-04  7.0545189e+00  6.7715772e+00
 1.5848930e-04  6.5498021e+00  6.2199756e+00
 1.4125380e-04  6.0507196e+00  5.6760376e+00
 1.2589250e-04  5.5777905e+00  5.1623958e+00
 1.1220180e-04  5.1507131e+00  4.7002663e+00
 1.0000000e-04  4.7855414e+00  4.3063766e+00
 8.9125050e-05  4.4917960e+00  3.9902654e+00
 7.9432840e-05  4.2712280e+00  3.7531090e+00
 7.0794570e-05  4.1180286e+00  3.5882139e+00
 6.3095770e-05  4.0204110e+00  3.4829341e+00
 5.6234130e-05  3.9640760e+00  3.4219326e+00
 5.0118700e-05  3.9349146e+00  3.3902319e+00
 4.4668370e-05  3.9215840e+00  3.3756748e+00
 3.9810710e-05  3.9162825e+00  3.3698596e+00
 3.5481350e-05  3.9144819e+00  3.3678763e+00
 3.1622780e-05  3.9139402e+00  3.3672762e+00
 2.8183820e-05  3.9138561e+00  3.3671842e+00
 2.5118870e-05  3.9138397e+00  3.3671665e+00
 2.2387210e-05  3.9138372e+00  3.3671635e+00
 1.9952630e-05  3.9138369e+00  3.3671631e+00
 0.0000000e+00  3.9138369e+00  3.3671631e+00
