#Higgs production and decay in the fourth generation model with SM-like couplings
#"MD4=ML4=10TeV and MU4 - MD4 = [ 1 + 1/5*ln(MH/115) ] * 50 GeV ). Assumes the same NNLO QCD corrections as SM for ggF. QCD scale and PDF+alphas uncertainties are assumed to be the same as SM for ggF. Electroweak radiative corrections in the fourth generation model in Higgs production and decay are unknown (work in progress). Therefore suggests to assign +-15% theory uncertainty for sigma x BR."
#copied from https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SM4At7TeVinfinite on 27th July 2011
#MH[GeV], Ratio of ggFSM4/ggFSM (HIGLU), SM4 ggF cross section[pb] (HIGLU)
			
	186.0 		8.443 		52.79 	
	188.0 		8.418 		51.44 	
	190.0 		8.397 		50.15 	
	192.0 		8.371 		48.88 	
	194.0 		8.355 		47.73 	
	196.0 		8.322 		46.52 	
	198.0 		8.306 		45.45 	
	200.0 		8.275 		44.36 	
	202.0 		8.253 		43.32 	
	204.0 		8.228 		42.31 	
	206.0 		8.205 		41.35 	
	208.0 		8.179 		40.39 	
	210.0 		8.151 		39.44 	
	212.0 		8.126 		38.56 	
	214.0 		8.106 		37.72 	
	216.0 		8.076 		36.88 	
	218.0 		8.053 		36.08 	
	220.0 		8.024 		35.29 	
	222.0 		7.994 		34.50 	
	224.0 		7.972 		33.76 	
	226.0 		7.939 		33.01 	
	228.0 		7.914 		32.31 	
	230.0 		7.884 		31.60 	
	232.0 		7.857 		30.94 	
	234.0 		7.832 		30.29 	
	236.0 		7.808 		29.68 	
	238.0 		7.777 		29.05 	
	240.0 		7.747 		28.44 	
	242.0 		7.713 		27.85 	
	244.0 		7.688 		27.32 	
	246.0 		7.657 		26.79 	
	248.0 		7.629 		26.28 	
	250.0 		7.597 		25.77 	
	252.0 		7.567 		25.27 	
	254.0 		7.532 		24.77 	
	256.0 		7.505 		24.31 	
	258.0 		7.474 		23.85 	
	260.0 		7.440 		23.39 	
	262.0 		7.408 		22.95 	
	264.0 		7.377 		22.52 	
	266.0 		7.342 		22.11 	
	268.0 		7.307 		21.69 	
	270.0 		7.269 		21.28 	
	272.0 		7.240 		20.92 	
	274.0 		7.200 		20.55 	
	276.0 		7.163 		20.19 	
	278.0 		7.136 		19.88 	
	280.0 		7.101 		19.55 	
	282.0 		7.066 		19.21 	
	284.0 		7.022 		18.87 	
	286.0 		6.987 		18.56 	
	288.0 		6.952 		18.25 	
	290.0 		6.913 		17.95 	
	295.0 		6.811 		17.22 	
	300.0 		6.714 		16.57 	
	305.0 		6.602 		15.93 	
	310.0 		6.497 		15.36 	
	315.0 		6.378 		14.81 	
	320.0 		6.261 		14.33 	
	325.0 		6.126 		13.86 	
	330.0 		5.988 		13.45 	
	335.0 		5.835 		13.07 	
	340.0 		5.662 		12.73 	
	345.0 		5.441 		12.47 	
	350.0 		5.197 		12.49 	
	360.0 		4.884 		12.00 	
	370.0 		4.690 		11.39 	
	380.0 		4.551 		10.66 	
	390.0 		4.457 		9.90 	
	400.0 		4.385 		9.15 	
	420.0 		4.300 		7.70 	
	440.0 		4.253 		6.40 	
	460.0 		4.239 		5.30 	
	480.0 		4.241 		4.38 	
	500.0 		4.264 		3.63 	
	520.0 		4.292 		3.00 	
	540.0 		4.336 		2.49 	
	560.0 		4.386 		2.07 	
	580.0 		4.446 		1.73 	
	600.0 		4.514 		1.45 		
