       14     0.136593275E+03     0.292808068E+03     0.160133200E+03     0.162166336E+03     0.389424980E+07     0.116006613E+07     0.188282907E+07     0.498966634E+07
       15     0.260229270E+03     0.269269109E+03     0.143212624E+03     0.296754756E+03     0.109467745E+07     0.936947346E+07     0.358050406E+07     0.397339165E+07
       16     0.261335199E+03     0.233700185E+03     0.110128241E+03     0.197539480E+03     0.902184904E+07     0.299471259E+07     0.818991005E+07     0.446418047E+07
       17     0.280795999E+03     0.546687198E+02     0.979110575E+02     0.101636195E+03     0.873127162E+07     0.700018227E+07     0.436709881E+07     0.465639949E+07
       18     0.175490370E+03     0.652600765E+02     0.404114914E+02     0.127525628E+03     0.509462357E+07     0.199780226E+07     0.175651610E+07     0.744994819E+07
       19     0.733527946E+02     0.302789490E+03     0.193340149E+03     0.127801359E+03     0.204561710E+07     0.759201646E+07     0.849259913E+07     0.974773109E+07
       20     0.210378957E+03     0.224472141E+03     0.245261493E+03     0.875484824E+02     0.537292242E+07     0.596219480E+07     0.558096170E+06     0.519369841E+07
       21     0.292266090E+03     0.178780003E+03     0.173696187E+03     0.680334377E+02     0.415935218E+07     0.464917839E+07     0.357185185E+07     0.727516294E+07
       22     0.118685024E+03     0.253002026E+03     0.324434702E+03     0.229022048E+03     0.202615321E+07     0.543867886E+07     0.629929841E+07     0.808349252E+06
       23     0.256111393E+03     0.129475701E+03     0.106364050E+03     0.350381620E+03     0.305311680E+06     0.845446885E+07     0.813109875E+06     0.440714478E+07
       24     0.260666943E+03     0.152428200E+03     0.213281000E+03     0.353626664E+03     0.854953408E+07     0.769540429E+07     0.709617674E+07     0.880269289E+07
       25     0.283016138E+03     0.663968825E+02     0.340920675E+03     0.109285212E+02     0.422237754E+07     0.455004573E+06     0.693526864E+06     0.326618016E+07
       26     0.569362378E+02     0.468991971E+02     0.135257342E+03     0.333914616E+03     0.185834765E+07     0.764848590E+06     0.132492840E+07     0.629876137E+07
       27     0.733683944E+02     0.300841498E+03     0.295935180E+03     0.912968159E+01     0.364414692E+07     0.935658216E+07     0.476917863E+07     0.137459517E+07
       28     0.103421495E+03     0.294118810E+02     0.358655205E+03     0.622408319E+02     0.443262935E+07     0.457412839E+07     0.576896071E+07     0.552967966E+07
       29     0.186310315E+03     0.810358000E+02     0.157822208E+03     0.241260495E+03     0.917251706E+06     0.638568640E+07     0.672145903E+07     0.333479047E+06
       30     0.367153645E+02     0.328170183E+03     0.981220937E+02     0.230119157E+02     0.345703959E+07     0.691539943E+07     0.129443109E+07     0.581475914E+07
       31     0.322083135E+03     0.171575096E+03     0.291391540E+03     0.337946792E+03     0.168065369E+07     0.966260076E+07     0.984923601E+07     0.449389458E+07
       32     0.599796224E+02     0.131824737E+03     0.782771587E+01     0.342368381E+03     0.675935090E+07     0.916035652E+07     0.716359377E+07     0.468387067E+07
       33     0.411337137E+01     0.344736857E+03     0.252534399E+03     0.345099986E+03     0.700524092E+07     0.309206963E+07     0.778450370E+07     0.150005579E+07
       34     0.359925907E+03     0.331467261E+03     0.218649580E+03     0.781303024E+02     0.321317375E+07     0.774136066E+07     0.396370947E+07     0.140642405E+07
       35     0.263459980E+03     0.951390052E+02     0.203137679E+03     0.110773065E+03     0.411197782E+07     0.189772844E+07     0.105111837E+07     0.213131487E+07
       36     0.168665543E+03     0.387199187E+02     0.238978086E+03     0.157864008E+03     0.268891692E+07     0.507311106E+07     0.583385527E+07     0.593791068E+07
       37     0.282331102E+03     0.115821648E+03     0.172603712E+03     0.252048018E+03     0.533651471E+07     0.771722794E+06     0.164332032E+07     0.876082480E+07
       38     0.200029364E+03     0.734680223E+02     0.354833808E+03     0.200030887E+03     0.598236918E+06     0.600940347E+07     0.188318670E+07     0.294762075E+07
       39     0.274183881E+03     0.324002244E+03     0.180774021E+03     0.984971523E+02     0.696126223E+06     0.935226738E+07     0.821170092E+07     0.371057093E+07
       40     0.268704064E+03     0.170442281E+03     0.149734468E+03     0.114767969E+03     0.437033296E+07     0.739133775E+07     0.826392472E+07     0.595212281E+07
       41     0.288452718E+03     0.192929599E+03     0.204737864E+03     0.199978380E+03     0.604753494E+07     0.772309124E+07     0.265879512E+07     0.279638290E+07
       42     0.288029122E+02     0.136187639E+03     0.343806388E+03     0.140086112E+03     0.648690760E+07     0.783065498E+07     0.184093416E+07     0.270202756E+06
       43     0.219486902E+03     0.235039937E+03     0.119560003E+02     0.615570188E+02     0.574985027E+07     0.577501178E+07     0.683028162E+07     0.267665386E+06
       44     0.126454418E+03     0.202406316E+03     0.995703363E+02     0.125991318E+03     0.223268449E+07     0.627514780E+07     0.545905173E+07     0.652590394E+07
       45     0.353711572E+03     0.314378307E+03     0.102239993E+03     0.326289697E+03     0.299957395E+07     0.225441754E+07     0.612041950E+07     0.678847253E+07
       46     0.219999483E+03     0.251042383E+03     0.238266871E+03     0.161316719E+03     0.246953964E+07     0.296148300E+07     0.669265211E+07     0.433521628E+07
       47     0.308558428E+03     0.269068286E+03     0.312443233E+03     0.156039977E+03     0.279632330E+07     0.953687072E+07     0.296342731E+07     0.874020934E+07
       48     0.920669746E+02     0.719177485E+01     0.116351287E+03     0.308512959E+03     0.806776881E+07     0.980190337E+07     0.663527250E+07     0.617164969E+06
       49     0.305138397E+02     0.279370351E+03     0.119796467E+03     0.103989265E+03     0.735742867E+07     0.931352377E+07     0.600165308E+07     0.671534002E+07
       50     0.343836880E+03     0.301520419E+03     0.146831589E+03     0.208749547E+03     0.872731030E+07     0.405743539E+07     0.451209068E+07     0.623182356E+07
