#   Hindmarsh-Philipsen equation of state B3
#   T[GeV]          heff         geff
 2.8183830e-02    1.2149471e+01     1.233834E+01
 2.5118860e-02    1.1790224e+01     1.194200E+01
 2.2387210e-02    1.1485851e+01     1.160175E+01
 1.9952620e-02    1.1242151e+01     1.132586E+01
 1.7782790e-02    1.1058913e+01     1.111581E+01
 1.5848930e-02    1.0930423e+01     1.096665E+01
 1.4125380e-02    1.0847058e+01     1.086854E+01
 1.2589250e-02    1.0797419e+01     1.080925E+01
 1.1220180e-02    1.0770554e+01     1.077661E+01
 1.0000000e-02    1.0757447e+01     1.076039E+01
 8.9125100e-03    1.0751654e+01     1.075314E+01
 7.9432840e-03    1.0749289e+01     1.075020E+01
 7.0794560e-03    1.0748220e+01     1.074901E+01
 6.3095730e-03    1.0747540e+01     1.074841E+01
 5.6234130e-03    1.0746868e+01     1.074791E+01
 5.0118730e-03    1.0746052e+01     1.074735E+01
 4.4668370e-03    1.0745029e+01     1.074666E+01
 3.9810710e-03    1.0743744e+01     1.074580E+01
 3.5481330e-03    1.0742126e+01     1.074470E+01
 3.1622780e-03    1.0738933e+01     1.074178E+01
 2.8183830e-03    1.0734744e+01     1.073786E+01
 2.5118870e-03    1.0729474e+01     1.073292E+01
 2.2387210e-03    1.0722848e+01     1.072671E+01
 1.9952620e-03    1.0714485e+01     1.071884E+01
 1.7782790e-03    1.0701986e+01     1.070626E+01
 1.5848930e-03    1.0686338e+01     1.069046E+01
 1.4125380e-03    1.0666670e+01     1.067055E+01
 1.2589250e-03    1.0642021e+01     1.064553E+01
 1.1220180e-03    1.0611168e+01     1.061412E+01
 1.0000000e-03    1.0572654e+01     1.057471E+01
 8.9125100e-04    1.0524560e+01     1.052530E+01
 7.9432840e-04    1.0462275e+01     1.046194E+01
 7.0794560e-04    1.0390400e+01     1.038639E+01
 6.3095720e-04    1.0298563e+01     1.029050E+01
 5.6234130e-04    1.0185448e+01     1.017169E+01
 5.0118730e-04    1.0046958e+01     1.002532E+01
 4.4668370e-04    9.8785019e+00     9.846168E+00
 3.9810710e-04    9.6753025e+00     9.628713E+00
 3.5481340e-04    9.4327379e+00     9.367568E+00
 3.1622780e-04    9.1465990e+00     9.057868E+00
 2.8183830e-04    8.8140501e+00     8.696274E+00
 2.5118870e-04    8.4343154e+00     8.281880E+00
 2.2387210e-04    8.0096340e+00     7.817318E+00
 1.9952620e-04    7.5461607e+00     7.309781E+00
 1.7782790e-04    7.0545189e+00     6.771577E+00
 1.5848930e-04    6.5498021e+00     6.219976E+00
 1.4125380e-04    6.0507196e+00     5.676038E+00
 1.2589250e-04    5.5777905e+00     5.162396E+00
 1.1220180e-04    5.1507131e+00     4.700266E+00
 1.0000000e-04    4.7855414e+00     4.306377E+00
 8.9125050e-05    4.4917960e+00     3.990265E+00
 7.9432840e-05    4.2712280e+00     3.753109E+00
 7.0794570e-05    4.1180286e+00     3.588214E+00
 6.3095770e-05    4.0204110e+00     3.482934E+00
 5.6234130e-05    3.9640760e+00     3.421933E+00
 5.0118700e-05    3.9349146e+00     3.390232E+00
 4.4668370e-05    3.9215840e+00     3.375675E+00
 3.9810710e-05    3.9162825e+00     3.369860E+00
 3.5481350e-05    3.9144819e+00     3.367876E+00
 3.1622780e-05    3.9139402e+00     3.367276E+00
 2.8183820e-05    3.9138561e+00     3.367184E+00
 2.5118870e-05    3.9138397e+00     3.367167E+00
 2.2387210e-05    3.9138372e+00     3.367164E+00
 1.9952630e-05    3.9138369e+00     3.367163E+00
 0.0000000e+00    3.9138369e+00     3.367163E+00
