# * Hindmarsh-Philipsen equation of state B2
#   T[GeV]           heff          geff
 4.4668470e+02    1.0387667e+02    1.039704E+02
 4.2169650e+02    1.0383505e+02    1.039372E+02
 3.9810710e+02    1.0378993e+02    1.039013E+02
 3.7583910e+02    1.0374093e+02    1.038624E+02
 3.5481340e+02    1.0368769e+02    1.038203E+02
 3.3496550e+02    1.0362963e+02    1.037744E+02
 3.1622780e+02    1.0356629e+02    1.037245E+02
 2.9853820e+02    1.0349712e+02    1.036686E+02
 2.8183830e+02    1.0341821e+02    1.036059E+02
 2.6607250e+02    1.0333504e+02    1.035400E+02
 2.5118870e+02    1.0324755e+02    1.034702E+02
 2.3713740e+02    1.0314892e+02    1.033922E+02
 2.2387270e+02    1.0304020e+02    1.033051E+02
 2.1134890e+02    1.0292096e+02    1.032081E+02
 1.9952620e+02    1.0278844e+02    1.031013E+02
 1.8836580e+02    1.0264703e+02    1.029851E+02
 1.7782790e+02    1.0249010e+02    1.028565E+02
 1.6788040e+02    1.0231832e+02    1.027139E+02
 1.5848930e+02    1.0213038e+02    1.025568E+02
 1.4962360e+02    1.0192497e+02    1.023834E+02
 1.4125380e+02    1.0170079e+02    1.021925E+02
 1.3335210e+02    1.0145645e+02    1.019825E+02
 1.2589250e+02    1.0119069e+02    1.017517E+02
 1.1885050e+02    1.0090207e+02    1.014985E+02
 1.1220210e+02    1.0058937e+02    1.012214E+02
 1.0592540e+02    1.0025146e+02    1.009187E+02
 1.0000000e+02    9.9887307e+01    1.005890E+02
 9.4406090e+01    9.9496130e+01    1.002312E+02
 8.9125110e+01    9.9077341e+01    9.984395E+01
 8.4139500e+01    9.8630657e+01    9.942660E+01
 7.9432820e+01    9.8156152e+01    9.897866E+01
 7.4989420e+01    9.7654275e+01    9.850005E+01
 7.0794580e+01    9.7125930e+01    9.799118E+01
 6.6834400e+01    9.6572474e+01    9.745298E+01
 6.3095730e+01    9.5995761e+01    9.688691E+01
 5.9566360e+01    9.5398177e+01    9.629507E+01
 5.6234130e+01    9.4782472e+01    9.568002E+01
 5.3088450e+01    9.4152011e+01    9.504504E+01
 5.0118730e+01    9.3510443e+01    9.439382E+01
 4.7315120e+01    9.2861757e+01    9.373050E+01
 4.4668360e+01    9.2210169e+01    9.305959E+01
 4.2169650e+01    9.1559993e+01    9.238576E+01
 3.9810720e+01    9.0915533e+01    9.171379E+01
 3.7583740e+01    9.0280908e+01    9.104837E+01
 3.5481330e+01    8.9660160e+01    9.039405E+01
 3.3496540e+01    8.9056753e+01    8.975498E+01
 3.1622780e+01    8.8473861e+01    8.913486E+01
 2.9853890e+01    8.7914115e+01    8.853692E+01
 2.8183830e+01    8.7379568e+01    8.796372E+01
 2.6607250e+01    8.6871872e+01    8.741740E+01
 2.5118860e+01    8.6392119e+01    8.689946E+01
 2.3713740e+01    8.5940987e+01    8.641096E+01
 2.2387210e+01    8.5518759e+01    8.595247E+01
 2.1134890e+01    8.5125385e+01    8.552429E+01
 1.9952620e+01    8.4760675e+01    8.512645E+01
 1.8836490e+01    8.4424135e+01    8.475873E+01
 1.7782790e+01    8.4115026e+01    8.442068E+01
 1.6788040e+01    8.3832604e+01    8.411173E+01
 1.5848930e+01    8.3575747e+01    8.383105E+01
 1.4962350e+01    8.3343263e+01    8.357760E+01
 1.4125410e+01    8.3133609e+01    8.335006E+01
 1.3335210e+01    8.2945014e+01    8.314668E+01
 1.2589250e+01    8.2775359e+01    8.296551E+01
 1.1885020e+01    8.2622536e+01    8.280424E+01
 1.1220180e+01    8.2483843e+01    8.265977E+01
 1.0592540e+01    8.2357005e+01    8.253577E+01
 1.0000000e+01    8.2252627e+01    8.243005E+01
 8.9125090e+00    8.2034995e+01    8.223399E+01
 7.9432870e+00    8.1824020e+01    8.204307E+01
 7.0794640e+00    8.1603666e+01    8.185108E+01
 6.3095760e+00    8.1361249e+01    8.164401E+01
 5.6234130e+00    8.1086776e+01    8.141134E+01
 5.0118720e+00    8.0771475e+01    8.114422E+01
 4.4668390e+00    8.0407097e+01    8.083422E+01
 3.9810720e+00    7.9984868e+01    8.047228E+01
 3.5481360e+00    7.9495263e+01    8.004842E+01
 3.1622780e+00    7.8928438e+01    7.955331E+01
 2.8183830e+00    7.8273037e+01    7.895010E+01
 2.5118880e+00    7.7481112e+01    7.824076E+01
 2.3713770e+00    7.7064418e+01    7.785811E+01
 2.2387220e+00    7.6620532e+01    7.745184E+01
 2.1134890e+00    7.6148902e+01    7.701693E+01
 1.9952630e+00    7.5649192e+01    7.655133E+01
 1.8836500e+00    7.5118038e+01    7.605644E+01
 1.7782790e+00    7.4565511e+01    7.553463E+01
 1.6788060e+00    7.3982349e+01    7.498330E+01
 1.5848930e+00    7.3372684e+01    7.440253E+01
 1.4962360e+00    7.2737655e+01    7.379458E+01
 1.4125380e+00    7.2078781e+01    7.316091E+01
 1.3335210e+00    7.1397787e+01    7.250343E+01
 1.2589270e+00    7.0696591e+01    7.182433E+01
 1.1885020e+00    6.9977149e+01    7.112593E+01
 1.1220190e+00    6.9241579e+01    7.041080E+01
 1.0592540e+00    6.8491720e+01    6.968133E+01
 1.0000000e+00    6.7729311e+01    6.893985E+01
 9.4406170e-01    6.6955827e+01    6.818847E+01
 8.9125100e-01    6.6172226e+01    6.742880E+01
 8.4139550e-01    6.5379060e+01    6.666205E+01
 7.9432840e-01    6.4576323e+01    6.590057E+01
 7.4989420e-01    6.3763543e+01    6.503957E+01
 7.0794590e-01    6.2649994e+01    6.367112E+01
 6.6834440e-01    6.0955476e+01    6.220381E+01
 6.3095770e-01    6.0398856e+01    6.137913E+01
 5.9566230e-01    5.9827215e+01    6.087433E+01
 5.6234130e-01    5.9243374e+01    6.034050E+01
 5.3088460e-01    5.8643988e+01    5.979683E+01
 5.0118720e-01    5.8021510e+01    5.923576E+01
 4.7315170e-01    5.7369262e+01    5.865060E+01
 4.4668370e-01    5.6684354e+01    5.803794E+01
 4.2169650e-01    5.5964021e+01    5.739289E+01
 3.9810730e-01    5.5199557e+01    5.670818E+01
 3.7583740e-01    5.4389015e+01    5.598400E+01
 3.5481350e-01    5.3542054e+01    5.523488E+01
 3.3496570e-01    5.2675628e+01    5.448304E+01
 3.1622790e-01    5.1797900e+01    5.373607E+01
 2.9853830e-01    5.0887190e+01    5.297638E+01
 2.8183830e-01    4.9919087e+01    5.217764E+01
 2.6607250e-01    4.8874405e+01    5.131666E+01
 2.5118870e-01    4.7735548e+01    5.037535E+01
 2.3713760e-01    4.6494802e+01    4.935162E+01
 2.2387220e-01    4.5165323e+01    4.826072E+01
 2.1134890e-01    4.3753455e+01    4.710922E+01
 1.9952620e-01    4.2239235e+01    4.589669E+01
 1.8836490e-01    4.0619158e+01    4.457567E+01
 1.7782790e-01    3.8715019e+01    4.284132E+01
 1.6788060e-01    3.5919669e+01    3.948720E+01
 1.5848930e-01    3.0533405e+01    3.252925E+01
 1.4962360e-01    2.2449517e+01    2.518410E+01
 1.4125380e-01    2.1049566e+01    2.187265E+01
 1.3335210e-01    1.9951667e+01    2.071753E+01
 1.2589250e-01    1.9085144e+01    1.971764E+01
 1.1885020e-01    1.8397876e+01    1.892982E+01
 1.1220180e-01    1.7845716e+01    1.830350E+01
 1.0592530e-01    1.7395571e+01    1.779941E+01
 1.0000000e-01    1.7022292e+01    1.738713E+01
 9.4406090e-02    1.6704752e+01    1.704262E+01
 8.9125100e-02    1.6428269e+01    1.674805E+01
 8.4139500e-02    1.6181649e+01    1.648967E+01
 7.9432820e-02    1.5954944e+01    1.625667E+01
 7.4989420e-02    1.5742416e+01    1.604101E+01
 7.0794580e-02    1.5537868e+01    1.583603E+01
 6.6834400e-02    1.5337374e+01    1.563651E+01
 6.3095730e-02    1.5137692e+01    1.543862E+01
 5.9566210e-02    1.4936817e+01    1.523952E+01
 5.6234130e-02    1.4733085e+01    1.503714E+01
 5.3088450e-02    1.4525633e+01    1.483000E+01
 5.0118730e-02    1.4313861e+01    1.461720E+01
 4.7315120e-02    1.4097951e+01    1.439852E+01
 4.4668360e-02    1.3878373e+01    1.417419E+01
 4.2169650e-02    1.3655981e+01    1.394486E+01
 3.9810720e-02    1.3431961e+01    1.371168E+01
 3.5481330e-02    1.2985310e+01    1.324059E+01
 3.1622770e-02    1.2552621e+01    1.277692E+01
 2.8183830e-02    1.2149471e+01    1.233834E+01
 2.5118860e-02    1.1790224e+01    1.194200E+01
 2.2387210e-02    1.1485851e+01    1.160175E+01
 1.9952620e-02    1.1242151e+01    1.132586E+01
 1.7782790e-02    1.1058913e+01    1.111581E+01
 1.5848930e-02    1.0930423e+01    1.096665E+01
 1.4125380e-02    1.0847058e+01    1.086854E+01
 1.2589250e-02    1.0797419e+01    1.080925E+01
 1.1220180e-02    1.0770554e+01    1.077661E+01
 1.0000000e-02    1.0757447e+01    1.076039E+01
 8.9125100e-03    1.0751654e+01    1.075314E+01
 7.9432840e-03    1.0749289e+01    1.075020E+01
 7.0794560e-03    1.0748220e+01    1.074901E+01
 6.3095730e-03    1.0747540e+01    1.074841E+01
 5.6234130e-03    1.0746868e+01    1.074791E+01
 5.0118730e-03    1.0746052e+01    1.074735E+01
 4.4668370e-03    1.0745029e+01    1.074666E+01
 3.9810710e-03    1.0743744e+01    1.074580E+01
 3.5481330e-03    1.0742126e+01    1.074470E+01
 3.1622780e-03    1.0738933e+01    1.074178E+01
 2.8183830e-03    1.0734744e+01    1.073786E+01
 2.5118870e-03    1.0729474e+01    1.073292E+01
 2.2387210e-03    1.0722848e+01    1.072671E+01
 1.9952620e-03    1.0714485e+01    1.071884E+01
 1.7782790e-03    1.0701986e+01    1.070626E+01
 1.5848930e-03    1.0686338e+01    1.069046E+01
 1.4125380e-03    1.0666670e+01    1.067055E+01
 1.2589250e-03    1.0642021e+01    1.064553E+01
 1.1220180e-03    1.0611168e+01    1.061412E+01
 1.0000000e-03    1.0572654e+01    1.057471E+01
 8.9125100e-04    1.0524560e+01    1.052530E+01
 7.9432840e-04    1.0462275e+01    1.046194E+01
 7.0794560e-04    1.0390400e+01    1.038639E+01
 6.3095720e-04    1.0298563e+01    1.029050E+01
 5.6234130e-04    1.0185448e+01    1.017169E+01
 5.0118730e-04    1.0046958e+01    1.002532E+01
 4.4668370e-04    9.8785019e+00    9.846168E+00
 3.9810710e-04    9.6753025e+00    9.628713E+00
 3.5481340e-04    9.4327379e+00    9.367568E+00
 3.1622780e-04    9.1465990e+00    9.057868E+00
 2.8183830e-04    8.8140501e+00    8.696274E+00
 2.5118870e-04    8.4343154e+00    8.281880E+00
 2.2387210e-04    8.0096340e+00    7.817318E+00
 1.9952620e-04    7.5461607e+00    7.309781E+00
 1.7782790e-04    7.0545189e+00    6.771577E+00
 1.5848930e-04    6.5498021e+00    6.219976E+00
 1.4125380e-04    6.0507196e+00    5.676038E+00
 1.2589250e-04    5.5777905e+00    5.162396E+00
 1.1220180e-04    5.1507131e+00    4.700266E+00
 1.0000000e-04    4.7855414e+00    4.306377E+00
 8.9125050e-05    4.4917960e+00    3.990265E+00
 7.9432840e-05    4.2712280e+00    3.753109E+00
 7.0794570e-05    4.1180286e+00    3.588214E+00
 6.3095770e-05    4.0204110e+00    3.482934E+00
 5.6234130e-05    3.9640760e+00    3.421933E+00
 5.0118700e-05    3.9349146e+00    3.390232E+00
 4.4668370e-05    3.9215840e+00    3.375675E+00
 3.9810710e-05    3.9162825e+00    3.369860E+00
 3.5481350e-05    3.9144819e+00    3.367876E+00
 3.1622780e-05    3.9139402e+00    3.367276E+00
 2.8183820e-05    3.9138561e+00    3.367184E+00
 2.5118870e-05    3.9138397e+00    3.367167E+00
 2.2387210e-05    3.9138372e+00    3.367164E+00
 1.9952630e-05    3.9138369e+00    3.367163E+00
 0.0000000e+00    3.9138369e+00    3.367163E+00
