#  Gondolo-Gelmini TQCD=150 MeV
#   T[GeV]       heff         geff 
 5.308845E+01 9.999673E+01 1.007299E+02
 5.623413E+01 1.004870E+02 1.011801E+02
 5.956636E+01 1.009462E+02 1.015984E+02
 6.309573E+01 1.013744E+02 1.019852E+02
 6.683440E+01 1.017722E+02 1.023417E+02
 7.079458E+01 1.021404E+02 1.026694E+02
 7.498942E+01 1.024801E+02 1.029698E+02
 7.943282E+01 1.027924E+02 1.032440E+02
 8.413950E+01 1.030788E+02 1.034937E+02
 8.912511E+01 1.033407E+02 1.037209E+02
 9.440609E+01 1.035796E+02 1.039268E+02
 1.000000E+02 1.037970E+02 1.041132E+02
 1.059254E+02 1.039945E+02 1.042819E+02
 1.122021E+02 1.041736E+02 1.044340E+02
 1.188505E+02 1.043355E+02 1.045709E+02
 1.258925E+02 1.044819E+02 1.046944E+02
 1.333521E+02 1.046139E+02 1.048051E+02
 1.412538E+02 1.047328E+02 1.049046E+02
 1.496236E+02 1.048399E+02 1.049941E+02
 1.584893E+02 1.049361E+02 1.050741E+02
 1.678804E+02 1.050224E+02 1.051458E+02
 1.778279E+02 1.050999E+02 1.052102E+02
 1.883658E+02 1.051693E+02 1.052675E+02
 1.995262E+02 1.052315E+02 1.053191E+02
 2.113489E+02 1.052872E+02 1.053650E+02
 2.238727E+02 1.053370E+02 1.054060E+02
 2.371374E+02 1.053815E+02 1.054427E+02
 2.511887E+02 1.054213E+02 1.054755E+02
 2.660725E+02 1.054568E+02 1.055048E+02
 2.818383E+02 1.054886E+02 1.055311E+02
 2.985382E+02 1.055169E+02 1.055546E+02
 3.162278E+02 1.055422E+02 1.055755E+02
 3.349655E+02 1.055648E+02 1.055942E+02
 3.548134E+02 1.055849E+02 1.056107E+02
 3.758391E+02 1.056028E+02 1.056255E+02
 3.981071E+02 1.056188E+02 1.056388E+02
 4.216965E+02 1.056331E+02 1.056507E+02
 4.466847E+02 1.056458E+02 1.056613E+02
 4.731523E+02 1.056571E+02 1.056708E+02
 5.011873E+02 1.056672E+02 1.056791E+02
 5.308843E+02 1.056762E+02 1.056867E+02
 5.623413E+02 1.056843E+02 1.056935E+02
 5.956623E+02 1.056914E+02 1.056996E+02
 6.309573E+02 1.056978E+02 1.057049E+02
 6.683440E+02 1.057035E+02 1.057096E+02
 7.079456E+02 1.057085E+02 1.057138E+02
 7.498942E+02 1.057130E+02 1.057179E+02
 7.943284E+02 1.057170E+02 1.057212E+02
 8.413969E+02 1.057206E+02 1.057242E+02
 8.912530E+02 1.057238E+02 1.057269E+02
 9.440607E+02 1.057267E+02 1.057295E+02
 1.000000E+03 1.057292E+02 1.057316E+02
 1.059254E+03 1.057315E+02 1.057335E+02
 1.122018E+03 1.057335E+02 1.057350E+02
 1.188502E+03 1.057353E+02 1.057367E+02
 1.258929E+03 1.057369E+02 1.057380E+02
 1.333521E+03 1.057383E+02 1.057394E+02
 1.412538E+03 1.057396E+02 1.057405E+02
 1.496235E+03 1.057407E+02 1.057412E+02
 1.584893E+03 1.057417E+02 1.057424E+02
 1.678808E+03 1.057426E+02 1.057433E+02
 1.778279E+03 1.057434E+02 1.057439E+02
 1.883650E+03 1.057441E+02 1.057447E+02
 1.995262E+03 1.057448E+02 1.057452E+02
 2.113489E+03 1.057453E+02 1.057452E+02
 2.238721E+03 1.057458E+02 1.057464E+02
 2.371374E+03 1.057463E+02 1.057469E+02
 2.511887E+03 1.057467E+02 1.057470E+02
 2.660725E+03 1.057471E+02 1.057475E+02
 2.818396E+03 1.057474E+02 1.057475E+02
 2.985382E+03 1.057477E+02 1.057475E+02
 3.162285E+03 1.057479E+02 1.057475E+02
 3.349663E+03 1.057481E+02 1.057481E+02
 3.548141E+03 1.057483E+02 1.057485E+02
 3.758375E+03 1.057485E+02 1.057489E+02
 3.981071E+03 1.057487E+02 1.057488E+02
 4.216965E+03 1.057488E+02 1.057489E+02
 4.466837E+03 1.057490E+02 1.057494E+02
 4.731512E+03 1.057491E+02 1.057490E+02
 5.011873E+03 1.057492E+02 1.057486E+02
 5.308843E+03 1.057492E+02 1.057488E+02
 5.623426E+03 1.057493E+02 1.057496E+02
 5.956636E+03 1.057494E+02 1.057498E+02
 6.309586E+03 1.057495E+02 1.057494E+02
 6.683455E+03 1.057495E+02 1.057496E+02
 7.079457E+03 1.057496E+02 1.057496E+02
 7.498942E+03 1.057496E+02 1.057496E+02
 7.943284E+03 1.057497E+02 1.057498E+02
 8.413950E+03 1.057497E+02 1.057492E+02
 8.912530E+03 1.057497E+02 1.057500E+02
 9.440606E+03 1.057498E+02 1.057500E+02
 1.000000E+04 1.057498E+02 1.057494E+02
 1.059256E+04 1.057498E+02 1.057496E+02
 1.122019E+04 1.057498E+02 1.057502E+02
 1.188504E+04 1.057499E+02 1.057503E+02
 1.258925E+04 1.057499E+02 1.057491E+02
