#  Hindmarsh-Philipsen equation of state A
#  rho=g*(pi^2/30)*T^4    s=gS*(2*pi^2/45)*T^3    p=gP*(pi^2/90)*T^4
#  T[GeV]          heff             geff  
 3.1622780e+00  8.0592228e+01     8.1129285e+01
 2.8183830e+00  8.0035482e+01     8.0644936e+01
 2.5118880e+00  7.9368287e+01     8.0041983e+01
 2.3713770e+00  7.9007313e+01     7.9717032e+01
 2.2387220e+00  7.8620826e+01     7.9366092e+01
 2.1134890e+00  7.8208319e+01     7.8988286e+01
 1.9952630e+00  7.7769516e+01     7.8582988e+01
 1.8836500e+00  7.7301006e+01     7.8149863e+01
 1.7782790e+00  7.6813324e+01     7.7688986e+01
 1.6788060e+00  7.6296942e+01     7.7200664e+01
 1.5848930e+00  7.5756260e+01     7.6685737e+01
 1.4962360e+00  7.5192567e+01     7.6145469e+01
 1.4125380e+00  7.4607578e+01     7.5581508e+01
 1.3335210e+00  7.4003246e+01     7.4995883e+01
 1.2589270e+00  7.3381738e+01     7.4391002e+01
 1.1885020e+00  7.2745316e+01     7.3769427e+01
 1.1220190e+00  7.2096414e+01     7.3133925e+01
 1.0592540e+00  7.1437238e+01     7.2487281e+01
 1.0000000e+00  7.0769912e+01     7.1832085e+01
 9.4406170e-01  7.0096321e+01     7.1170745e+01
 8.9125100e-01  6.9417867e+01     7.0505273e+01
 8.4139550e-01  6.8735532e+01     6.9837191e+01
 7.9432840e-01  6.8049764e+01     6.9167329e+01
 7.4989420e-01  6.7360543e+01     6.8496112e+01
 7.0794590e-01  6.6501181e+01     6.7599381e+01
 6.6834440e-01  6.5948731e+01     6.7109761e+01
 6.3095770e-01  6.5344408e+01     6.6544696e+01
 5.9566230e-01  6.4723641e+01     6.5966138e+01
 5.6234130e-01  6.4089444e+01     6.5379937e+01
 5.3088460e-01  6.3437964e+01     6.4784657e+01
 5.0118720e-01  6.2760677e+01     6.4172795e+01
 4.7315170e-01  6.2050016e+01     6.3536818e+01
 4.4668370e-01  6.1302626e+01     6.2873007e+01
 4.2169650e-01  6.0515299e+01     6.2177739e+01
 3.9810730e-01  5.9678234e+01     6.1441138e+01
 3.7583740e-01  5.8789162e+01     6.0662099e+01
 3.5481350e-01  5.7858724e+01     5.9854387e+01
 3.3496570e-01  5.6905704e+01     5.9044766e+01
 3.1622790e-01  5.5939137e+01     5.8249495e+01
 2.9853830e-01  5.4934935e+01     5.7446286e+01
 2.8183830e-01  5.3866000e+01     5.6608126e+01
 2.6607250e-01  5.2711071e+01     5.5712616e+01
 2.5118870e-01  5.1450673e+01     5.4739915e+01
 2.3713760e-01  5.0076334e+01     5.3684052e+01
 2.2387220e-01  4.8602782e+01     5.2569923e+01
 2.1134890e-01  4.7037178e+01     5.1413490e+01
 1.9952620e-01  4.5357465e+01     5.0194196e+01
 1.8836490e-01  4.3559861e+01     4.8910181e+01
 1.7782790e-01  4.1446465e+01     4.7313522e+01
 1.6788060e-01  3.8342899e+01     4.4494743e+01
 1.5848930e-01  3.2360295e+01     3.7726860e+01
 1.4962360e-01  1.6932693e+01     1.7831811e+01
 1.4125380e-01  1.4332839e+01     1.4480784e+01
 1.3335210e-01  1.4023179e+01     1.4082672e+01
 1.2589250e-01  1.3996410e+01     1.4061293e+01
 1.1885020e-01  1.3966958e+01     1.4037644e+01
 1.1220180e-01  1.3934475e+01     1.4011290e+01
 1.0592530e-01  1.3898660e+01     1.3981977e+01
 1.0000000e-01  1.3859164e+01     1.3949267e+01
 9.4406090e-02  1.3815657e+01     1.3912826e+01
 8.9125100e-02  1.3767828e+01     1.3872271e+01
 8.4139500e-02  1.3715380e+01     1.3827241e+01
 7.9432820e-02  1.3658004e+01     1.3777357e+01
 7.4989420e-02  1.3595432e+01     1.3722242e+01
 7.0794580e-02  1.3527361e+01     1.3661532e+01
 6.6834400e-02  1.3453581e+01     1.3594879e+01
 6.3095730e-02  1.3373909e+01     1.3521973e+01
 5.9566210e-02  1.3288224e+01     1.3442553e+01
 5.6234130e-02  1.3196481e+01     1.3356427e+01
 5.3088450e-02  1.3098724e+01     1.3263485e+01
 5.0118730e-02  1.2995104e+01     1.3163729e+01
 4.7315120e-02  1.2885895e+01     1.3057285e+01
 4.4668360e-02  1.2771501e+01     1.2944428e+01
 4.2169650e-02  1.2652472e+01     1.2825590e+01
 3.9810720e-02  1.2529502e+01     1.2701379e+01
 3.5481330e-02  1.2275260e+01     1.2440172e+01
 3.1622770e-02  1.2017129e+01     1.2169205e+01
 2.8183830e-02  1.1765076e+01     1.1899212e+01
 2.5118860e-02  1.1529618e+01     1.1642177e+01
 2.2387210e-02  1.1320385e+01     1.1409724e+01
 1.9952620e-02  1.1144683e+01     1.1211289e+01
 1.7782790e-02  1.1006199e+01     1.1052526e+01
 1.5848930e-02  1.0904558e+01     1.0934395e+01
 1.4125380e-02  1.0835695e+01     1.0853320e+01
 1.2589250e-02  1.0793018e+01     1.0802524e+01
 1.1220180e-02  1.0769075e+01     1.0773788e+01
 1.0000000e-02  1.0757031e+01     1.0759225e+01
 8.9125100e-03  1.0751573e+01     1.0752668e+01
 7.9432840e-03  1.0749275e+01     1.0750007e+01
 7.0794560e-03  1.0748217e+01     1.0748941e+01
 6.3095730e-03  1.0747540e+01     1.0748371e+01
 5.6234130e-03  1.0746868e+01     1.0747906e+01
 5.0118730e-03  1.0746052e+01     1.0747354e+01
 4.4668370e-03  1.0745029e+01     1.0746664e+01
 3.9810710e-03  1.0743744e+01     1.0745796e+01
 3.5481330e-03  1.0742126e+01     1.0744702e+01
 3.1622780e-03  1.0738933e+01     1.0741776e+01
 2.8183830e-03  1.0734744e+01     1.0737858e+01
 2.5118870e-03  1.0729474e+01     1.0732923e+01
 2.2387210e-03  1.0722848e+01     1.0726705e+01
 1.9952620e-03  1.0714485e+01     1.0718841e+01
 1.7782790e-03  1.0701986e+01     1.0706260e+01
 1.5848930e-03  1.0686338e+01     1.0690456e+01
 1.4125380e-03  1.0666670e+01     1.0670552e+01
 1.2589250e-03  1.0642021e+01     1.0645528e+01
 1.1220180e-03  1.0611168e+01     1.0614120e+01
 1.0000000e-03  1.0572654e+01     1.0574711e+01
 8.9125100e-04  1.0524560e+01     1.0525297e+01
 7.9432840e-04  1.0462275e+01     1.0461941e+01
 7.0794560e-04  1.0390400e+01     1.0386387e+01
 6.3095720e-04  1.0298563e+01     1.0290496e+01
 5.6234130e-04  1.0185448e+01     1.0171690e+01
 5.0118730e-04  1.0046958e+01     1.0025323e+01
 4.4668370e-04  9.8785019e+00     9.8461684e+00
 3.9810710e-04  9.6753025e+00     9.6287135e+00
 3.5481340e-04  9.4327379e+00     9.3675677e+00
 3.1622780e-04  9.1465990e+00     9.0578678e+00
 2.8183830e-04  8.8140501e+00     8.6962738e+00
 2.5118870e-04  8.4343154e+00     8.2818795e+00
 2.2387210e-04  8.0096340e+00     7.8173178e+00
 1.9952620e-04  7.5461607e+00     7.3097813e+00
 1.7782790e-04  7.0545189e+00     6.7715772e+00
 1.5848930e-04  6.5498021e+00     6.2199756e+00
 1.4125380e-04  6.0507196e+00     5.6760376e+00
 1.2589250e-04  5.5777905e+00     5.1623958e+00
 1.1220180e-04  5.1507131e+00     4.7002663e+00
 1.0000000e-04  4.7855414e+00     4.3063766e+00
 8.9125050e-05  4.4917960e+00     3.9902654e+00
 7.9432840e-05  4.2712280e+00     3.7531090e+00
 7.0794570e-05  4.1180286e+00     3.5882139e+00
 6.3095770e-05  4.0204110e+00     3.4829341e+00
 5.6234130e-05  3.9640760e+00     3.4219326e+00
 5.0118700e-05  3.9349146e+00     3.3902319e+00
 4.4668370e-05  3.9215840e+00     3.3756748e+00
 3.9810710e-05  3.9162825e+00     3.3698596e+00
 3.5481350e-05  3.9144819e+00     3.3678763e+00
 3.1622780e-05  3.9139402e+00     3.3672762e+00
 2.8183820e-05  3.9138561e+00     3.3671842e+00
 2.5118870e-05  3.9138397e+00     3.3671665e+00
 2.2387210e-05  3.9138372e+00     3.3671635e+00
 1.9952630e-05  3.9138369e+00     3.3671631e+00
 0.0000000e+00  3.9138369e+00     3.3671631e+00
