    r       T      rho         O         Na       Mg          Al      Si          P        S         Ca        Cr       Fe       Ni 
1.400E-01 5.41E+03 1.29E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
1.500E-01 5.39E+03 1.29E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
1.600E-01 5.38E+03 1.29E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
1.700E-01 5.36E+03 1.28E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
1.800E-01 5.35E+03 1.28E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
1.900E-01 5.33E+03 1.28E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.000E-01 5.31E+03 1.21E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.100E-01 5.29E+03 1.21E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.200E-01 5.27E+03 1.21E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.300E-01 5.25E+03 1.20E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.400E-01 5.23E+03 1.20E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.500E-01 5.21E+03 1.20E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.600E-01 5.18E+03 1.19E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.700E-01 5.16E+03 1.19E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.800E-01 5.13E+03 1.18E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
2.900E-01 5.10E+03 1.18E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.000E-01 5.08E+03 1.17E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.100E-01 5.05E+03 1.17E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.200E-01 5.02E+03 1.16E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.300E-01 4.99E+03 1.16E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.400E-01 4.96E+03 1.15E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.500E-01 4.92E+03 1.15E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.600E-01 4.89E+03 1.14E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.700E-01 4.86E+03 1.13E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.800E-01 4.82E+03 1.13E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
3.900E-01 4.78E+03 1.12E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.000E-01 4.75E+03 1.11E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.100E-01 4.71E+03 1.11E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.200E-01 4.67E+03 1.10E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.300E-01 4.63E+03 1.09E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.400E-01 4.59E+03 1.09E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.500E-01 4.55E+03 1.08E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.600E-01 4.50E+03 1.07E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.700E-01 4.46E+03 1.06E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.800E-01 4.41E+03 1.05E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
4.900E-01 4.37E+03 1.04E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
5.000E-01 4.32E+03 1.04E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
5.100E-01 4.27E+03 1.03E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
5.200E-01 4.23E+03 1.02E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
5.300E-01 4.18E+03 1.01E+01   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
5.400E-01 4.13E+03 9.97E+00   0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.00E-02  2.00E-03  1.90E-02  0.00E+00  9.00E-03  8.55E-01  5.20E-02 
5.500E-01 4.08E+03 5.56E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
5.600E-01 4.02E+03 5.53E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
5.700E-01 3.97E+03 5.50E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
5.800E-01 3.92E+03 5.47E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
5.900E-01 3.86E+03 5.43E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.000E-01 3.80E+03 5.40E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.100E-01 3.75E+03 5.37E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.200E-01 3.69E+03 5.34E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.300E-01 3.63E+03 5.31E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.400E-01 3.57E+03 5.27E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.500E-01 3.51E+03 5.24E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.600E-01 3.45E+03 5.21E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.700E-01 3.39E+03 5.18E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.800E-01 3.32E+03 5.14E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
6.900E-01 3.26E+03 5.11E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.000E-01 3.19E+03 5.08E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.100E-01 3.13E+03 5.04E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.200E-01 3.06E+03 5.01E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.300E-01 2.99E+03 4.98E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.400E-01 2.92E+03 4.95E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.500E-01 2.85E+03 4.91E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.600E-01 2.78E+03 4.88E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.700E-01 2.71E+03 4.85E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.800E-01 2.63E+03 4.81E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
7.900E-01 2.56E+03 4.77E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.000E-01 2.49E+03 4.74E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.100E-01 2.41E+03 4.70E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.200E-01 2.33E+03 4.67E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.300E-01 2.26E+03 4.63E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.400E-01 2.18E+03 4.60E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.500E-01 2.10E+03 4.56E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.600E-01 2.02E+03 4.52E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.700E-01 1.93E+03 4.48E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.800E-01 1.85E+03 4.44E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
8.900E-01 1.77E+03 4.40E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.000E-01 1.68E+03 3.99E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.100E-01 1.60E+03 3.96E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.200E-01 1.51E+03 3.87E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.300E-01 1.37E+03 3.79E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.400E-01 1.22E+03 3.53E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.500E-01 1.06E+03 3.50E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.600E-01 9.12E+02 3.46E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.700E-01 7.59E+02 3.36E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.800E-01 6.06E+02 3.37E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
9.900E-01 4.53E+02 3.37E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
1.000E+00 3.00E+02 2.73E+00   4.40E-01  2.70E-03  2.28E-01  2.35E-02  2.10E-01  9.00E-05  2.50E-04  2.53E-02  2.60E-03  6.26E-02  1.96E-03 
