120 2750 2.238 2.510
140 2750 1.470 1.654
160 2750 0.995 1.123
180 2750 0.673 0.762
200 2750 0.478 0.543
220 2750 0.356 0.405
240 2750 0.272 0.312
260 2750 0.214 0.246
280 2750 0.172 0.199
300 2750 0.143 0.165
320 2750 0.122 0.142
325 2750 0.118 0.137
330 2750 0.115 0.134
335 2750 0.112 0.131
340 2750 0.111 0.129
345 2750 0.111 0.129
350 2750 0.111 0.130
355 2750 0.110 0.129
360 2750 0.108 0.127
380 2750 0.095 0.112
400 2750 0.079 0.093
420 2750 0.063 0.074
440 2750 0.049 0.059
460 2750 0.038 0.046
480 2750 0.029 0.035
500 2750 0.022 0.027
520 2750 0.015 0.018
540 2750 0.003 0.003
100 3000 4.368 4.861
120 3000 2.744 3.063
140 3000 1.825 2.043
160 3000 1.250 1.403
180 3000 0.856 0.964
200 3000 0.614 0.694
220 3000 0.462 0.524
240 3000 0.358 0.407
260 3000 0.285 0.325
280 3000 0.232 0.265
300 3000 0.194 0.222
320 3000 0.168 0.193
325 3000 0.163 0.188
330 3000 0.159 0.183
335 3000 0.156 0.180
340 3000 0.154 0.178
345 3000 0.154 0.178
350 3000 0.155 0.179
355 3000 0.154 0.179
360 3000 0.152 0.176
380 3000 0.135 0.157
400 3000 0.113 0.132
420 3000 0.091 0.107
440 3000 0.072 0.085
460 3000 0.056 0.067
480 3000 0.044 0.052
500 3000 0.034 0.041
520 3000 0.023 0.028
540 3000 0.004 0.005
100 3250 5.183 5.747
120 3250 3.293 3.661
140 3250 2.215 2.469
160 3250 1.532 1.713
180 3250 1.060 1.188
200 3250 0.768 0.863
220 3250 0.584 0.658
240 3250 0.457 0.517
260 3250 0.366 0.415
280 3250 0.301 0.342
300 3250 0.254 0.290
320 3250 0.222 0.254
325 3250 0.216 0.247
330 3250 0.211 0.242
335 3250 0.208 0.238
340 3250 0.206 0.236
345 3250 0.206 0.237
350 3250 0.208 0.239
355 3250 0.207 0.238
360 3250 0.205 0.236
380 3250 0.184 0.212
400 3250 0.155 0.179
420 3250 0.126 0.146
440 3250 0.101 0.117
460 3250 0.080 0.093
480 3250 0.063 0.073
500 3250 0.049 0.058
520 3250 0.034 0.040
540 3250 0.006 0.007
100 3500 6.051 6.689
120 3500 3.884 4.304
140 3500 2.637 2.930
160 3500 1.841 2.050
180 3500 1.285 1.435
200 3500 0.940 1.051
220 3500 0.720 0.808
240 3500 0.568 0.639
260 3500 0.459 0.518
280 3500 0.380 0.430
300 3500 0.324 0.367
320 3500 0.285 0.324
325 3500 0.278 0.316
330 3500 0.272 0.310
335 3500 0.268 0.306
340 3500 0.266 0.303
345 3500 0.267 0.305
350 3500 0.270 0.308
355 3500 0.270 0.308
360 3500 0.267 0.306
380 3500 0.241 0.277
400 3500 0.205 0.236
420 3500 0.168 0.194
440 3500 0.136 0.157
460 3500 0.108 0.125
480 3500 0.086 0.100
500 3500 0.067 0.079
520 3500 0.047 0.055
540 3500 0.009 0.010
100 3750 6.970 7.685
120 3750 4.514 4.988
140 3750 3.091 3.423
160 3750 2.176 2.415
180 3750 1.530 1.702
200 3750 1.127 1.257
220 3750 0.871 0.973
240 3750 0.692 0.775
260 3750 0.563 0.633
280 3750 0.470 0.529
300 3750 0.403 0.454
320 3750 0.357 0.404
325 3750 0.349 0.395
330 3750 0.342 0.388
335 3750 0.338 0.383
340 3750 0.336 0.381
345 3750 0.338 0.383
350 3750 0.342 0.388
355 3750 0.342 0.389
360 3750 0.340 0.386
380 3750 0.309 0.352
400 3750 0.264 0.302
420 3750 0.218 0.250
440 3750 0.177 0.203
460 3750 0.142 0.164
480 3750 0.113 0.131
500 3750 0.090 0.104
520 3750 0.063 0.073
540 3750 0.012 0.014
100 4000 7.936 8.729
120 4000 5.182 5.711
140 4000 3.575 3.948
160 4000 2.535 2.805
180 4000 1.796 1.991
200 4000 1.332 1.480
220 4000 1.036 1.153
240 4000 0.828 0.924
260 4000 0.679 0.759
280 4000 0.569 0.638
300 4000 0.491 0.552
320 4000 0.438 0.493
325 4000 0.428 0.483
330 4000 0.421 0.475
335 4000 0.416 0.470
340 4000 0.414 0.468
345 4000 0.418 0.472
350 4000 0.423 0.478
355 4000 0.424 0.480
360 4000 0.422 0.477
380 4000 0.386 0.438
400 4000 0.332 0.377
420 4000 0.276 0.314
440 4000 0.225 0.257
460 4000 0.182 0.208
480 4000 0.146 0.167
500 4000 0.116 0.134
520 4000 0.081 0.094
540 4000 0.015 0.018
100 4250 8.948 9.820
120 4250 5.885 6.471
140 4250 4.089 4.504
160 4250 2.918 3.220
180 4250 2.080 2.300
200 4250 1.552 1.719
220 4250 1.214 1.348
240 4250 0.976 1.086
260 4250 0.805 0.897
280 4250 0.679 0.758
300 4250 0.589 0.659
320 4250 0.528 0.592
325 4250 0.517 0.580
330 4250 0.509 0.572
335 4250 0.504 0.566
340 4250 0.502 0.564
345 4250 0.507 0.570
350 4250 0.515 0.579
355 4250 0.517 0.582
360 4250 0.514 0.579
380 4250 0.473 0.534
400 4250 0.409 0.462
420 4250 0.342 0.387
440 4250 0.280 0.318
460 4250 0.227 0.259
480 4250 0.183 0.209
500 4250 0.147 0.169
520 4250 0.104 0.119
540 4250 0.020 0.023
100 4500 10.004 10.957
120 4500 6.623 7.268
140 4500 4.630 5.089
160 4500 3.324 3.685
180 4500 2.383 2.628
200 4500 1.788 1.975
220 4500 1.406 1.556
240 4500 1.137 1.261
260 4500 0.942 1.046
280 4500 0.799 0.889
300 4500 0.696 0.776
320 4500 0.627 0.701
325 4500 0.615 0.688
330 4500 0.606 0.678
335 4500 0.601 0.672
340 4500 0.599 0.671
345 4500 0.606 0.679
350 4500 0.616 0.690
355 4500 0.619 0.694
360 4500 0.617 0.692
380 4500 0.570 0.641
400 4500 0.495 0.557
420 4500 0.416 0.469
440 4500 0.342 0.387
460 4500 0.279 0.316
480 4500 0.226 0.257
500 4500 0.183 0.208
520 4500 0.129 0.147
540 4500 0.025 0.028
100 4750 11.100 12.137
120 4750 7.394 8.098
140 4750 5.198 5.702
160 4750 3.752 4.122
180 4750 2.704 2.975
200 4750 2.039 2.247
220 4750 1.611 1.778
240 4750 1.309 1.448
260 4750 1.089 1.207
280 4750 0.928 1.030
300 4750 0.812 0.903
320 4750 0.735 0.819
325 4750 0.722 0.805
330 4750 0.712 0.794
335 4750 0.707 0.788
340 4750 0.706 0.788
345 4750 0.714 0.798
350 4750 0.726 0.812
355 4750 0.731 0.817
360 4750 0.729 0.815
380 4750 0.677 0.758
400 4750 0.590 0.662
420 4750 0.498 0.560
440 4750 0.412 0.464
460 4750 0.337 0.381
480 4750 0.274 0.310
500 4750 0.222 0.252
520 4750 0.158 0.179
540 4750 0.030 0.035
100 5000 12.235 13.357
120 5000 8.196 8.960
140 5000 5.792 6.342
160 5000 4.202 4.607
180 5000 3.042 3.340
200 5000 2.304 2.535
220 5000 1.829 2.015
240 5000 1.492 1.646
260 5000 1.247 1.379
280 5000 1.067 1.181
300 5000 0.938 1.040
320 5000 0.852 0.946
325 5000 0.838 0.931
330 5000 0.828 0.920
335 5000 0.822 0.914
340 5000 0.822 0.914
345 5000 0.832 0.927
350 5000 0.847 0.944
355 5000 0.854 0.951
360 5000 0.852 0.950
380 5000 0.794 0.886
400 5000 0.695 0.777
420 5000 0.589 0.660
440 5000 0.489 0.549
460 5000 0.402 0.452
480 5000 0.328 0.370
500 5000 0.267 0.301
520 5000 0.190 0.215
540 5000 0.037 0.042
100 5250 13.408 14.614
120 5250 9.028 9.854
140 5250 6.411 7.008
160 5250 4.672 5.113
180 5250 3.397 3.723
200 5250 2.584 2.836
220 5250 2.060 2.264
240 5250 1.687 1.857
260 5250 1.416 1.561
280 5250 1.216 1.343
300 5250 1.072 1.186
320 5250 0.978 1.083
325 5250 0.963 1.067
330 5250 0.952 1.055
335 5250 0.946 1.049
340 5250 0.946 1.050
345 5250 0.960 1.065
350 5250 0.978 1.086
355 5250 0.986 1.095
360 5250 0.985 1.095
380 5250 0.921 1.026
400 5250 0.809 0.902
420 5250 0.688 0.768
440 5250 0.574 0.642
460 5250 0.473 0.530
480 5250 0.387 0.435
500 5250 0.316 0.356
520 5250 0.226 0.255
540 5250 0.044 0.050
100 5500 14.616 15.909
120 5500 9.889 10.778
140 5500 7.054 7.699
160 5500 5.162 5.641
180 5500 3.769 4.123
200 5500 2.878 3.153
220 5500 2.303 2.527
240 5500 1.893 2.080
260 5500 1.594 1.754
280 5500 1.374 1.514
300 5500 1.216 1.342
320 5500 1.113 1.230
325 5500 1.096 1.212
330 5500 1.085 1.199
335 5500 1.079 1.193
340 5500 1.080 1.196
345 5500 1.097 1.214
350 5500 1.118 1.239
355 5500 1.128 1.250
360 5500 1.129 1.251
380 5500 1.059 1.176
400 5500 0.933 1.038
420 5500 0.796 0.886
440 5500 0.665 0.742
460 5500 0.551 0.615
480 5500 0.452 0.506
500 5500 0.371 0.416
520 5500 0.266 0.299
540 5500 0.052 0.058
100 5750 15.859 17.240
120 5750 10.777 11.731
140 5750 7.721 8.413
160 5750 5.672 6.188
180 5750 4.157 4.541
200 5750 3.186 3.484
220 5750 2.558 2.801
240 5750 2.110 2.314
260 5750 1.783 1.958
280 5750 1.541 1.695
300 5750 1.369 1.507
320 5750 1.256 1.386
325 5750 1.239 1.367
330 5750 1.226 1.353
335 5750 1.221 1.348
340 5750 1.224 1.351
345 5750 1.243 1.373
350 5750 1.268 1.401
355 5750 1.281 1.416
360 5750 1.282 1.418
380 5750 1.207 1.336
400 5750 1.067 1.183
420 5750 0.912 1.013
440 5750 0.765 0.851
460 5750 0.635 0.707
480 5750 0.523 0.584
500 5750 0.430 0.480
520 5750 0.309 0.346
540 5750 0.060 0.068
100 6000 17.134 18.604
120 6000 11.693 12.712
140 6000 8.409 9.151
160 6000 6.201 6.755
180 6000 4.560 4.974
200 6000 3.507 3.829
220 6000 2.824 3.088
240 6000 2.337 2.559
260 6000 1.981 2.172
280 6000 1.718 1.885
300 6000 1.530 1.682
320 6000 1.408 1.550
325 6000 1.390 1.530
330 6000 1.377 1.517
335 6000 1.371 1.513
340 6000 1.376 1.517
345 6000 1.398 1.542
350 6000 1.428 1.575
355 6000 1.443 1.592
360 6000 1.446 1.595
380 6000 1.364 1.507
400 6000 1.209 1.338
420 6000 1.037 1.149
440 6000 0.872 0.968
460 6000 0.725 0.806
480 6000 0.600 0.667
500 6000 0.494 0.551
520 6000 0.356 0.398
540 6000 0.070 0.078
100 6250 18.441 20.001
120 6250 12.634 13.719
140 6250 9.120 9.912
160 6250 6.747 7.341
180 6250 4.978 5.422
200 6250 3.841 4.188
220 6250 3.102 3.387
240 6250 2.575 2.815
260 6250 2.189 2.396
280 6250 1.903 2.085
300 6250 1.700 1.865
320 6250 1.569 1.724
325 6250 1.549 1.702
330 6250 1.536 1.689
335 6250 1.531 1.684
340 6250 1.537 1.691
345 6250 1.563 1.720
350 6250 1.597 1.758
355 6250 1.615 1.778
360 6250 1.619 1.783
380 6250 1.532 1.689
400 6250 1.361 1.503
420 6250 1.170 1.294
440 6250 0.987 1.092
460 6250 0.823 0.912
480 6250 0.682 0.757
500 6250 0.563 0.626
520 6250 0.407 0.453
540 6250 0.080 0.089
100 6500 19.779 21.429
120 6500 13.601 14.751
140 6500 9.851 10.694
160 6500 7.312 7.945
180 6500 5.411 5.886
200 6500 4.187 4.559
220 6500 3.392 3.721
240 6500 2.823 3.081
260 6500 2.406 2.629
280 6500 2.098 2.295
300 6500 1.878 2.057
320 6500 1.738 1.906
325 6500 1.717 1.884
330 6500 1.704 1.869
335 6500 1.699 1.865
340 6500 1.706 1.874
345 6500 1.737 1.908
350 6500 1.776 1.951
355 6500 1.797 1.975
360 6500 1.802 1.981
380 6500 1.709 1.881
400 6500 1.523 1.678
420 6500 1.312 1.448
440 6500 1.109 1.225
460 6500 0.927 1.026
480 6500 0.770 0.853
500 6500 0.637 0.707
520 6500 0.462 0.513
540 6500 0.091 0.101
100 6750 21.146 22.886
120 6750 14.591 15.809
140 6750 10.602 11.497
160 6750 7.893 8.567
180 6750 5.859 6.365
200 6750 4.546 4.944
220 6750 3.692 4.020
240 6750 3.081 3.358
260 6750 2.633 2.872
280 6750 2.301 2.514
300 6750 2.065 2.258
320 6750 1.915 2.097
325 6750 1.893 2.073
330 6750 1.879 2.059
335 6750 1.876 2.055
340 6750 1.885 2.066
345 6750 1.920 2.105
350 6750 1.964 2.154
355 6750 1.988 2.181
360 6750 1.995 2.190
380 6750 1.897 2.084
400 6750 1.693 1.862
420 6750 1.462 1.610
440 6750 1.239 1.366
460 6750 1.038 1.146
480 6750 0.864 0.955
500 6750 0.716 0.793
520 6750 0.520 0.577
540 6750 0.103 0.114
100 7000 22.540 24.372
120 7000 15.605 16.890
140 7000 11.372 12.321
160 7000 8.492 9.207
180 7000 6.320 6.859
200 7000 4.916 5.340
220 7000 4.004 4.353
240 7000 3.349 3.645
260 7000 2.868 3.125
280 7000 2.512 2.741
300 7000 2.260 2.468
320 7000 2.101 2.297
325 7000 2.078 2.272
330 7000 2.064 2.257
335 7000 2.061 2.254
340 7000 2.072 2.268
345 7000 2.111 2.311
350 7000 2.161 2.366
355 7000 2.189 2.398
360 7000 2.198 2.408
380 7000 2.094 2.297
400 7000 1.873 2.057
420 7000 1.621 1.782
440 7000 1.376 1.514
460 7000 1.155 1.273
480 7000 0.963 1.063
500 7000 0.801 0.884
520 7000 0.583 0.645
540 7000 0.115 0.128
100 7250 23.961 25.886
120 7250 16.641 17.996
140 7250 12.162 13.163
160 7250 9.107 9.864
180 7250 6.794 7.366
200 7250 5.298 5.749
220 7250 4.325 4.698
240 7250 3.626 3.942
260 7250 3.112 3.387
280 7250 2.732 2.977
300 7250 2.463 2.687
320 7250 2.295 2.505
325 7250 2.271 2.479
330 7250 2.256 2.464
335 7250 2.254 2.462
340 7250 2.268 2.478
345 7250 2.312 2.526
350 7250 2.367 2.588
355 7250 2.399 2.624
360 7250 2.410 2.637
380 7250 2.301 2.519
400 7250 2.062 2.261
420 7250 1.788 1.962
440 7250 1.521 1.670
460 7250 1.279 1.407
480 7250 1.069 1.177
500 7250 0.890 0.981
520 7250 0.649 0.716
540 7250 0.128 0.142
100 7500 25.413 27.419
120 7500 17.698 19.123
140 7500 12.971 14.025
160 7500 9.737 10.536
180 7500 7.282 7.886
200 7500 5.692 6.170
220 7500 4.657 5.052
240 7500 3.913 4.249
260 7500 3.365 3.658
280 7500 2.961 3.221
300 7500 2.674 2.913
320 7500 2.496 2.722
325 7500 2.471 2.695
330 7500 2.457 2.680
335 7500 2.456 2.679
340 7500 2.472 2.697
345 7500 2.521 2.751
350 7500 2.583 2.819
355 7500 2.619 2.860
360 7500 2.632 2.875
380 7500 2.517 2.752
400 7500 2.261 2.475
420 7500 1.964 2.152
440 7500 1.673 1.835
460 7500 1.409 1.548
480 7500 1.180 1.297
500 7500 0.984 1.083
520 7500 0.719 0.792
540 7500 0.143 0.157
100 7750 26.885 28.999
120 7750 18.778 20.272
140 7750 13.797 14.906
160 7750 10.382 11.225
180 7750 7.783 8.421
200 7750 6.097 6.603
220 7750 4.999 5.417
240 7750 4.209 4.565
260 7750 3.627 3.938
280 7750 3.197 3.474
300 7750 2.893 3.147
320 7750 2.706 2.947
325 7750 2.680 2.919
330 7750 2.665 2.904
335 7750 2.665 2.904
340 7750 2.684 2.925
345 7750 2.738 2.985
350 7750 2.807 3.060
355 7750 2.848 3.105
360 7750 2.863 3.123
380 7750 2.743 2.995
400 7750 2.468 2.697
420 7750 2.147 2.350
440 7750 1.832 2.007
460 7750 1.547 1.696
480 7750 1.297 1.423
500 7750 1.083 1.190
520 7750 0.793 0.872
540 7750 0.157 0.173
100 8000 28.381 30.592
120 8000 19.876 21.440
140 8000 14.641 15.804
160 8000 11.042 11.929
180 8000 8.297 8.968
200 8000 6.513 7.046
220 8000 5.350 5.793
240 8000 4.513 4.891
260 8000 3.897 4.227
280 8000 3.441 3.735
300 8000 3.120 3.390
320 8000 2.923 3.179
325 8000 2.896 3.151
330 8000 2.882 3.136
335 8000 2.883 3.138
340 8000 2.904 3.162
345 8000 2.965 3.228
350 8000 3.040 3.311
355 8000 3.086 3.361
360 8000 3.104 3.381
380 8000 2.978 3.247
400 8000 2.684 2.929
420 8000 2.339 2.556
440 8000 1.999 2.188
460 8000 1.690 1.850
480 8000 1.419 1.555
500 8000 1.188 1.303
520 8000 0.870 0.956
540 8000 0.173 0.190
100 8250 29.901 32.209
120 8250 20.995 22.629
140 8250 15.501 16.720
160 8250 11.717 12.647
180 8250 8.822 9.529
200 8250 6.939 7.500
220 8250 5.712 6.179
240 8250 4.827 5.226
260 8250 4.175 4.524
280 8250 3.693 4.005
300 8250 3.354 3.640
320 8250 3.147 3.420
325 8250 3.120 3.391
330 8250 3.106 3.376
335 8250 3.108 3.380
340 8250 3.133 3.407
345 8250 3.199 3.480
350 8250 3.282 3.571
355 8250 3.332 3.626
360 8250 3.353 3.649
380 8250 3.223 3.509
400 8250 2.909 3.171
420 8250 2.539 2.771
440 8250 2.174 2.374
460 8250 1.840 2.012
480 8250 1.548 1.694
500 8250 1.297 1.421
520 8250 0.952 1.044
540 8250 0.190 0.208
100 8500 31.445 33.848
120 8500 22.133 23.838
140 8500 16.379 17.653
160 8500 12.406 13.380
180 8500 9.360 10.101
200 8500 7.376 7.965
220 8500 6.082 6.574
240 8500 5.149 5.569
260 8500 4.462 4.830
280 8500 3.953 4.283
300 8500 3.596 3.899
320 8500 3.380 3.668
325 8500 3.352 3.638
330 8500 3.338 3.624
335 8500 3.342 3.629
340 8500 3.369 3.660
345 8500 3.442 3.740
350 8500 3.532 3.839
355 8500 3.588 3.900
360 8500 3.612 3.927
380 8500 3.476 3.782
400 8500 3.142 3.421
420 8500 2.747 2.994
440 8500 2.355 2.569
460 8500 1.997 2.181
480 8500 1.682 1.838
500 8500 1.411 1.544
520 8500 1.037 1.136
540 8500 0.207 0.227
100 8750 33.010 35.509
120 8750 23.289 25.067
140 8750 17.272 18.603
160 8750 13.109 14.128
180 8750 9.909 10.686
200 8750 7.823 8.441
220 8750 6.462 6.978
240 8750 5.480 5.922
260 8750 4.756 5.144
280 8750 4.221 4.569
300 8750 3.845 4.165
320 8750 3.619 3.924
325 8750 3.591 3.894
330 8750 3.577 3.880
335 8750 3.583 3.887
340 8750 3.613 3.921
345 8750 3.693 4.008
350 8750 3.791 4.116
355 8750 3.852 4.183
360 8750 3.879 4.213
380 8750 3.739 4.064
400 8750 3.385 3.681
420 8750 2.963 3.225
440 8750 2.544 2.772
460 8750 2.160 2.355
480 8750 1.821 1.989
500 8750 1.531 1.672
520 8750 1.126 1.232
540 8750 0.225 0.246
100 9000 34.598 37.191
120 9000 24.463 26.314
140 9000 18.181 19.569
160 9000 13.825 14.889
180 9000 10.469 11.282
200 9000 8.280 8.928
220 9000 6.851 7.392
240 9000 5.819 6.284
260 9000 5.058 5.466
280 9000 4.496 4.862
300 9000 4.102 4.439
320 9000 3.866 4.188
325 9000 3.837 4.157
330 9000 3.824 4.143
335 9000 3.831 4.152
340 9000 3.866 4.190
345 9000 3.952 4.285
350 9000 4.058 4.401
355 9000 4.125 4.475
360 9000 4.156 4.509
380 9000 4.011 4.355
400 9000 3.636 3.950
420 9000 3.187 3.465
440 9000 2.739 2.981
460 9000 2.329 2.537
480 9000 1.966 2.144
500 9000 1.655 1.806
520 9000 1.219 1.332
540 9000 0.244 0.267
100 9250 36.205 38.894
120 9250 25.655 27.580
140 9250 19.105 20.549
160 9250 14.554 15.664
180 9250 11.041 11.890
200 9250 8.746 9.424
220 9250 7.248 7.815
240 9250 6.166 6.654
260 9250 5.368 5.796
280 9250 4.778 5.163
300 9250 4.365 4.721
320 9250 4.120 4.459
325 9250 4.091 4.427
330 9250 4.078 4.415
335 9250 4.087 4.425
340 9250 4.125 4.467
345 9250 4.219 4.569
350 9250 4.334 4.695
355 9250 4.407 4.775
360 9250 4.441 4.813
380 9250 4.292 4.655
400 9250 3.895 4.228
420 9250 3.419 3.713
440 9250 2.942 3.198
460 9250 2.504 2.725
480 9250 2.117 2.306
500 9250 1.784 1.947
520 9250 1.316 1.436
540 9250 0.264 0.288
100 9500 37.832 40.617
120 9500 26.864 28.851
140 9500 20.044 21.545
160 9500 15.296 16.452
180 9500 11.624 12.509
200 9500 9.222 9.931
220 9500 7.654 8.247
240 9500 6.521 7.031
260 9500 5.685 6.134
280 9500 5.067 5.471
300 9500 4.636 5.009
320 9500 4.382 4.738
325 9500 4.351 4.706
330 9500 4.340 4.694
335 9500 4.350 4.706
340 9500 4.392 4.752
345 9500 4.493 4.862
350 9500 4.618 4.998
355 9500 4.697 5.084
360 9500 4.734 5.126
380 9500 4.581 4.964
400 9500 4.163 4.515
420 9500 3.658 3.970
440 9500 3.152 3.423
460 9500 2.686 2.919
480 9500 2.274 2.473
500 9500 1.917 2.088
520 9500 1.416 1.543
540 9500 0.284 0.310
100 9750 39.478 42.360
120 9750 28.090 30.165
140 9750 20.997 22.555
160 9750 16.051 17.253
180 9750 12.217 13.139
200 9750 9.708 10.447
220 9750 8.070 8.688
240 9750 6.884 7.417
260 9750 6.010 6.480
280 9750 5.364 5.787
300 9750 4.914 5.305
320 9750 4.650 5.024
325 9750 4.619 4.992
330 9750 4.608 4.980
335 9750 4.621 4.995
340 9750 4.667 5.045
345 9750 4.776 5.164
350 9750 4.909 5.309
355 9750 4.995 5.402
360 9750 5.037 5.448
380 9750 4.879 5.282
400 9750 4.439 4.810
420 9750 3.905 4.234
440 9750 3.369 3.655
460 9750 2.874 3.120
480 9750 2.435 2.646
500 9750 2.056 2.237
520 9750 1.520 1.655
540 9750 0.305 0.332
100 10000 41.144 44.124
120 10000 29.332 31.482
140 10000 21.964 23.581
160 10000 16.818 18.067
180 10000 12.821 13.779
200 10000 10.202 10.972
220 10000 8.493 9.138
240 10000 7.255 7.811
260 10000 6.342 6.833
280 10000 5.667 6.110
300 10000 5.198 5.608
320 10000 4.925 5.348
325 10000 4.894 5.285
330 10000 4.884 5.274
335 10000 4.899 5.291
340 10000 4.949 5.346
345 10000 5.066 5.473
350 10000 5.209 5.628
355 10000 5.301 5.729
360 10000 5.347 5.779
380 10000 5.186 5.609
400 10000 4.723 5.113
420 10000 4.160 4.507
440 10000 3.592 3.894
460 10000 3.068 3.328
480 10000 2.602 2.825
500 10000 2.200 2.390
520 10000 1.628 1.771
540 10000 0.327 0.356
100 10250 42.827 45.907
120 10250 30.590 32.815
140 10250 22.945 24.621
160 10250 17.598 18.893
180 10250 13.434 14.430
200 10250 10.706 11.506
220 10250 8.924 9.596
240 10250 7.633 8.213
260 10250 6.681 7.194
280 10250 5.978 6.440
300 10250 5.489 5.918
320 10250 5.207 5.618
325 10250 5.176 5.585
330 10250 5.166 5.575
335 10250 5.184 5.595
340 10250 5.238 5.655
345 10250 5.363 5.790
350 10250 5.516 5.956
355 10250 5.616 6.064
360 10250 5.666 6.119
380 10250 5.501 5.945
400 10250 5.016 5.425
420 10250 4.422 4.787
440 10250 3.823 4.141
460 10250 3.268 3.542
480 10250 2.775 3.010
500 10250 2.348 2.549
520 10250 1.739 1.890
540 10250 0.350 0.380
100 10500 44.528 47.708
120 10500 31.864 34.163
140 10500 23.938 25.674
160 10500 18.388 19.731
180 10500 14.058 15.092
200 10500 11.218 12.050
220 10500 9.363 10.062
240 10500 8.019 8.623
260 10500 7.027 7.561
280 10500 6.295 6.777
300 10500 5.787 6.234
320 10500 5.496 5.925
325 10500 5.464 5.892
330 10500 5.456 5.883
335 10500 5.476 5.939
340 10500 5.535 5.970
345 10500 5.668 6.115
350 10500 5.832 6.292
355 10500 5.938 6.408
360 10500 5.992 6.467
380 10500 5.825 6.290
400 10500 5.316 5.745
420 10500 4.692 5.075
440 10500 4.060 4.394
460 10500 3.474 3.763
480 10500 2.953 3.200
500 10500 2.501 2.712
520 10500 1.855 2.013
540 10500 0.373 0.406
100 10750 46.247 49.527
120 10750 33.153 35.526
140 10750 24.945 26.742
160 10750 19.190 20.580
180 10750 14.691 15.763
200 10750 11.740 12.602
220 10750 9.810 10.537
240 10750 8.413 9.040
260 10750 7.380 7.936
280 10750 6.619 7.121
300 10750 6.091 6.558
320 10750 5.791 6.239
325 10750 5.759 6.205
330 10750 5.752 6.198
335 10750 5.774 6.224
340 10750 5.838 6.293
345 10750 5.981 6.448
350 10750 6.155 6.636
355 10750 6.269 6.760
360 10750 6.327 6.824
380 10750 6.157 6.643
400 10750 5.625 6.073
420 10750 4.969 5.370
440 10750 4.304 4.655
460 10750 3.687 3.990
480 10750 3.136 3.396
500 10750 2.659 2.881
520 10750 1.973 2.140
540 10750 0.398 0.432
100 11000 47.983 51.363
120 11000 34.456 36.904
140 11000 25.965 27.823
160 11000 20.003 21.441
180 11000 15.334 16.445
200 11000 12.269 13.164
220 11000 10.264 11.019
240 11000 8.813 9.465
260 11000 7.740 8.318
280 11000 6.949 7.472
300 11000 6.402 6.888
320 11000 6.093 6.559
325 11000 6.061 6.526
330 11000 6.054 6.520
335 11000 6.080 6.548
340 11000 6.149 6.623
345 11000 6.300 6.788
350 11000 6.485 6.988
355 11000 6.607 7.120
360 11000 6.671 7.190
380 11000 6.496 7.005
400 11000 5.941 6.410
420 11000 5.253 5.672
440 11000 4.555 4.922
460 11000 3.905 4.223
480 11000 3.325 3.598
500 11000 2.821 3.054
520 11000 2.096 2.270
540 11000 0.423 0.458
100 11250 49.735 53.215
120 11250 35.773 38.295
140 11250 26.997 28.916
160 11250 20.828 22.313
